Jobclass,Job,age,Education-level,marital-status,race,gender,hours-per-week,native-country,income
Private,Adm-clerical,27,Assoc-voc,Never-married,White,Female,35,United-States,<=50K
Private,Protective-serv,41,HS-grad,Divorced,White,Male,40,United-States,<=50K
Private,Exec-managerial,32,Bachelors,Married-A-spouse,Asian-Pac-Islander,Female,40,China,>50K
Private,Adm-clerical,21,Some-college,Never-married,Asian-Pac-Islander,Male,20,United-States,<=50K
Private,Exec-managerial,44,Bachelors,Married-A-spouse,Black,Male,50,United-States,>50K
Private,Exec-managerial,29,Bachelors,Never-married,White,Male,40,United-States,<=50K
Self-emp-not-inc,Other-service,19,Some-college,Never-married,White,Female,22,United-States,<=50K
Local-gov,Adm-clerical,21,Some-college,Never-married,White,Male,40,Guatemala,<=50K
Private,Transport-moving,46,HS-grad,Married-A-spouse,White,Male,40,United-States,<=50K
Private,Exec-managerial,38,Bachelors,Married-A-spouse,White,Male,55,United-States,>50K
Private,Adm-clerical,43,Some-college,Never-married,White,Male,48,United-States,>50K
Self-emp-inc,Sales,54,HS-grad,Married-A-spouse,White,Male,50,United-States,>50K
Private,Exec-managerial,38,Masters,Married-A-spouse,White,Male,60,United-States,>50K
?,?,18,Some-college,Never-married,White,Male,40,United-States,<=50K
Private,Adm-clerical,50,HS-grad,Married-A-spouse,White,Female,40,United-States,>50K
Private,Prof-specialty,30,Assoc-voc,Married-A-spouse,White,Female,36,United-States,>50K
Private,Craft-repair,30,9th,Married-A-spouse,White,Male,40,United-States,<=50K
Local-gov,Exec-managerial,28,HS-grad,Never-married,Amer-Indian-Eskimo,Female,35,United-States,<=50K
Private,Adm-clerical,26,Assoc-voc,Never-married,White,Female,45,United-States,<=50K
Federal-gov,Craft-repair,37,Some-college,Married-A-spouse,White,Male,43,United-States,<=50K
Private,Machine-op-inspct,32,HS-grad,Married-A-spouse,White,Male,50,United-States,>50K
State-gov,Prof-specialty,64,Masters,Married-A-spouse,White,Female,5,United-States,>50K
Private,Sales,18,HS-grad,Never-married,White,Female,28,United-States,<=50K
Private,Adm-clerical,30,Some-college,Married-A-spouse,White,Male,30,United-States,<=50K
?,?,36,Assoc-voc,Married-A-spouse,White,Female,8,United-States,<=50K
Private,Other-service,18,11th,Never-married,Black,Male,30,United-States,<=50K
Private,Craft-repair,27,HS-grad,Married-A-spouse,White,Male,40,United-States,<=50K
Private,Other-service,49,9th,Married-A-spouse,White,Male,40,United-States,<=50K
State-gov,Other-service,46,HS-grad,Married-A-spouse,White,Male,43,United-States,>50K
Private,Adm-clerical,37,HS-grad,Married-A-spouse,White,Male,40,United-States,<=50K
Private,Transport-moving,30,Some-college,Divorced,White,Male,40,United-States,<=50K
Private,Prof-specialty,29,HS-grad,Divorced,Other,Female,30,Germany,<=50K
?,?,22,HS-grad,Never-married,White,Male,40,Mexico,<=50K
Self-emp-not-inc,Farming-fishing,25,HS-grad,Married-A-spouse,White,Male,30,United-States,<=50K
Private,Priv-house-serv,38,HS-grad,Separated,Black,Female,30,United-States,<=50K
?,?,32,Bachelors,Divorced,White,Female,40,United-States,<=50K
Private,Craft-repair,35,Some-college,Married-A-spouse,White,Male,50,United-States,<=50K
Private,Adm-clerical,56,Masters,Married-A-spouse,White,Male,80,United-States,>50K
Private,Exec-managerial,29,Some-college,Divorced,White,Female,40,United-States,<=50K
Private,Tech-support,41,HS-grad,Married-A-spouse,White,Male,40,United-States,<=50K
Private,Machine-op-inspct,47,HS-grad,Married-A-spouse,White,Male,40,United-States,<=50K
Private,Adm-clerical,23,Bachelors,Never-married,Asian-Pac-Islander,Female,40,United-States,<=50K
Self-emp-not-inc,Sales,46,Bachelors,Married-A-spouse,White,Male,45,United-States,>50K
Local-gov,Protective-serv,28,HS-grad,Never-married,Black,Male,40,United-States,<=50K
Private,Adm-clerical,39,Bachelors,Divorced,White,Female,20,United-States,<=50K
Self-emp-not-inc,Farming-fishing,42,Some-college,Married-A-spouse,White,Female,50,United-States,<=50K
Private,Transport-moving,39,HS-grad,Married-A-spouse,White,Male,48,United-States,>50K
?,?,68,7th-8th,Married-A-spouse,White,Male,30,United-States,<=50K
Self-emp-inc,Craft-repair,37,Bachelors,Married-A-spouse,White,Male,55,United-States,>50K
Private,Prof-specialty,57,Prof-school,Never-married,White,Female,40,United-States,<=50K
Private,Other-service,22,Some-college,Never-married,Black,Female,30,United-States,<=50K
Private,Adm-clerical,24,Assoc-voc,Never-married,White,Male,30,United-States,>50K
Private,Handlers-cleaners,19,Some-college,Never-married,White,Male,50,United-States,<=50K
Private,Sales,55,Assoc-acdm,Divorced,Black,Female,30,United-States,<=50K
Local-gov,Protective-serv,37,HS-grad,Married-A-spouse,White,Male,40,United-States,<=50K
Local-gov,Adm-clerical,37,Some-college,Never-married,Black,Female,40,United-States,<=50K
Private,Other-service,28,Bachelors,Married-A-spouse,White,Male,50,United-States,<=50K
Private,Other-service,27,HS-grad,Never-married,White,Female,40,United-States,<=50K
State-gov,Prof-specialty,40,Bachelors,Never-married,White,Female,20,United-States,<=50K
Private,Priv-house-serv,51,HS-grad,Divorced,White,Female,40,United-States,<=50K
Private,Transport-moving,52,Assoc-voc,Married-A-spouse,White,Male,56,United-States,<=50K
?,?,74,Some-college,Widowed,White,Female,3,United-States,<=50K
Self-emp-inc,Exec-managerial,49,Some-college,Married-A-spouse,White,Male,50,United-States,>50K
?,?,20,Some-college,Never-married,White,Female,40,United-States,<=50K
Federal-gov,Adm-clerical,40,Some-college,Divorced,White,Female,50,United-States,<=50K
Private,Prof-specialty,80,Some-college,Never-married,White,Male,60,United-States,<=50K
Private,Protective-serv,63,Some-college,Married-A-spouse,White,Male,40,United-States,<=50K
Private,Transport-moving,63,HS-grad,Divorced,White,Male,45,United-States,>50K
Private,Adm-clerical,51,Some-college,Divorced,White,Female,40,United-States,<=50K
Private,Adm-clerical,23,HS-grad,Never-married,White,Female,40,United-States,<=50K
Self-emp-not-inc,Craft-repair,66,HS-grad,Widowed,White,Male,20,United-States,<=50K
Self-emp-not-inc,Sales,33,HS-grad,Married-A-spouse,White,Male,66,United-States,<=50K
Private,Craft-repair,49,HS-grad,Married-A-spouse,White,Male,43,United-States,<=50K
Private,Transport-moving,20,Some-college,Never-married,White,Male,32,United-States,<=50K
Self-emp-inc,Exec-managerial,33,Assoc-acdm,Married-A-spouse,White,Male,60,United-States,>50K
Private,Protective-serv,26,Some-college,Married-B-spouse,White,Male,40,United-States,<=50K
Private,Exec-managerial,52,HS-grad,Married-A-spouse,White,Male,50,United-States,>50K
Private,Exec-managerial,33,Bachelors,Married-A-spouse,White,Male,50,United-States,>50K
Private,Sales,47,Bachelors,Divorced,White,Male,45,United-States,<=50K
Private,Exec-managerial,23,HS-grad,Never-married,Black,Male,75,United-States,<=50K
Federal-gov,Adm-clerical,53,Assoc-acdm,Married-A-spouse,White,Male,40,United-States,<=50K
Private,Other-service,19,Some-college,Never-married,White,Male,20,United-States,<=50K
Federal-gov,Craft-repair,26,Some-college,Never-married,White,Male,40,United-States,<=50K
Private,Transport-moving,53,7th-8th,Married-A-spouse,White,Male,60,United-States,>50K
Private,Machine-op-inspct,65,HS-grad,Never-married,White,Male,10,United-States,<=50K
Private,Transport-moving,68,Bachelors,Married-A-spouse,White,Male,30,United-States,<=50K
Private,Sales,30,10th,Never-married,White,Male,18,Guatemala,<=50K
Private,Craft-repair,28,11th,Married-A-spouse,White,Male,45,United-States,<=50K
Local-gov,Protective-serv,54,10th,Married-A-spouse,White,Male,45,United-States,<=50K
Private,Other-service,30,HS-grad,Never-married,White,Male,10,United-States,<=50K
Private,Adm-clerical,22,Some-college,Never-married,White,Male,50,United-States,<=50K
Private,Other-service,25,HS-grad,Never-married,White,Male,30,United-States,<=50K
Private,Other-service,19,11th,Never-married,White,Male,20,United-States,<=50K
?,?,19,Some-college,Never-married,White,Female,35,United-States,<=50K
Federal-gov,Prof-specialty,32,Prof-school,Married-A-spouse,White,Male,40,United-States,>50K
Private,Exec-managerial,23,Bachelors,Never-married,White,Female,40,United-States,<=50K
Local-gov,Prof-specialty,51,Bachelors,Married-A-spouse,White,Male,45,United-States,<=50K
Private,Sales,25,Some-college,Married-A-spouse,White,Male,44,United-States,>50K
Local-gov,Prof-specialty,46,Bachelors,Never-married,Black,Female,40,United-States,<=50K
Private,Tech-support,38,Some-college,Divorced,White,Female,50,United-States,<=50K
State-gov,Protective-serv,26,HS-grad,Married-A-spouse,Asian-Pac-Islander,Male,40,United-States,>50K
Private,Prof-specialty,46,HS-grad,Divorced,White,Female,40,United-States,<=50K
Private,Prof-specialty,25,Bachelors,Never-married,White,Female,40,United-States,<=50K
Private,Other-service,20,Some-college,Never-married,White,Female,16,United-States,<=50K
Local-gov,Prof-specialty,29,Masters,Married-A-spouse,White,Male,35,United-States,<=50K
Self-emp-inc,Exec-managerial,51,Masters,Married-A-spouse,White,Male,50,United-States,>50K
Private,Craft-repair,40,Some-college,Married-A-spouse,White,Male,52,United-States,<=50K
Private,Adm-clerical,24,Some-college,Never-married,White,Female,40,United-States,<=50K
Self-emp-not-inc,Farming-fishing,24,Bachelors,Never-married,White,Male,50,United-States,<=50K
Private,Other-service,31,Assoc-voc,Married-A-spouse,Amer-Indian-Eskimo,Female,24,Mexico,<=50K
?,?,54,HS-grad,Divorced,White,Female,30,United-States,<=50K
Private,Craft-repair,34,Assoc-acdm,Separated,White,Male,60,United-States,<=50K
Private,Farming-fishing,19,Some-college,Never-married,White,Male,66,United-States,<=50K
Private,Transport-moving,21,HS-grad,Never-married,Black,Male,40,United-States,<=50K
Private,Farming-fishing,21,10th,Married-A-spouse,White,Male,70,United-States,<=50K
Private,Transport-moving,23,Some-college,Married-A-spouse,White,Male,24,United-States,<=50K
Federal-gov,Craft-repair,37,Some-college,Never-married,White,Male,40,United-States,<=50K
Private,Exec-managerial,40,Masters,Married-A-spouse,White,Male,46,United-States,>50K
Private,Other-service,57,HS-grad,Married-A-spouse,White,Male,30,United-States,<=50K
Private,Prof-specialty,48,Bachelors,Married-A-spouse,White,Male,40,United-States,>50K
Private,Transport-moving,24,11th,Married-A-spouse,Asian-Pac-Islander,Male,40,Vietnam,<=50K
Private,Prof-specialty,43,Some-college,Married-A-spouse,White,Male,40,United-States,<=50K
?,?,32,Bachelors,Never-married,White,Female,20,?,<=50K
Private,Other-service,40,HS-grad,Never-married,White,Female,40,United-States,<=50K
Self-emp-inc,Prof-specialty,52,Prof-school,Married-A-spouse,White,Male,35,United-States,>50K
Private,Exec-managerial,49,HS-grad,Divorced,White,Male,40,United-States,<=50K
Self-emp-not-inc,Exec-managerial,45,Some-college,Married-A-spouse,Amer-Indian-Eskimo,Male,40,United-States,<=50K
Local-gov,Craft-repair,62,HS-grad,Never-married,White,Male,40,United-States,<=50K
Private,Adm-clerical,29,Assoc-voc,Married-A-spouse,White,Male,40,United-States,<=50K
Private,Machine-op-inspct,49,HS-grad,Separated,White,Female,40,United-States,<=50K
Federal-gov,Adm-clerical,55,Some-college,Divorced,Black,Female,40,United-States,<=50K
?,?,20,Some-college,Never-married,Amer-Indian-Eskimo,Male,72,United-States,<=50K
Self-emp-inc,Exec-managerial,37,Bachelors,Never-married,White,Male,40,United-States,<=50K
State-gov,Adm-clerical,43,Bachelors,Married-A-spouse,White,Male,40,United-States,>50K
Private,Adm-clerical,29,Some-college,Divorced,White,Female,40,United-States,<=50K
Private,Sales,44,HS-grad,Married-A-spouse,White,Female,40,United-States,>50K
Private,Tech-support,28,Some-college,Separated,White,Male,40,United-States,>50K
Private,Exec-managerial,38,Some-college,Never-married,White,Female,45,United-States,<=50K
Private,Sales,45,Assoc-voc,Married-A-spouse,White,Male,50,United-States,>50K
?,?,22,Some-college,Never-married,White,Male,40,United-States,<=50K
Private,Other-service,19,Some-college,Never-married,White,Female,20,United-States,<=50K
Private,Other-service,20,12th,Never-married,White,Male,40,United-States,<=50K
Private,Handlers-cleaners,60,HS-grad,Married-A-spouse,White,Male,40,United-States,<=50K
Private,Sales,30,HS-grad,Never-married,White,Female,40,United-States,<=50K
Private,Adm-clerical,22,Some-college,Never-married,Asian-Pac-Islander,Male,40,?,<=50K
Private,Sales,51,Some-college,Divorced,White,Female,60,United-States,<=50K
Private,Prof-specialty,31,Bachelors,Never-married,Black,Female,40,?,<=50K
Private,Exec-managerial,48,HS-grad,Divorced,White,Female,40,United-States,<=50K
Private,Sales,43,Bachelors,Married-A-spouse,White,Male,40,United-States,>50K
Local-gov,Transport-moving,51,HS-grad,Divorced,Black,Male,40,United-States,<=50K
Private,Tech-support,41,Assoc-voc,Married-A-spouse,White,Male,48,United-States,>50K
?,?,62,Assoc-voc,Married-A-spouse,White,Male,40,United-States,<=50K
State-gov,Craft-repair,50,HS-grad,Married-A-spouse,Black,Male,40,United-States,>50K
Private,Sales,46,HS-grad,Married-A-spouse,White,Female,40,United-States,>50K
Private,Transport-moving,54,Some-college,Married-A-spouse,White,Male,60,United-States,>50K
Private,Handlers-cleaners,68,HS-grad,Married-A-spouse,White,Male,45,United-States,>50K
Self-emp-not-inc,Craft-repair,23,Assoc-acdm,Never-married,White,Male,30,United-States,<=50K
Private,Sales,49,Masters,Never-married,White,Female,35,United-States,<=50K
Private,Handlers-cleaners,24,10th,Married-A-spouse,White,Male,40,United-States,<=50K
Local-gov,Protective-serv,30,HS-grad,Married-A-spouse,Black,Male,40,United-States,<=50K
Private,Machine-op-inspct,38,HS-grad,Married-A-spouse,White,Male,45,United-States,<=50K
Private,Sales,34,HS-grad,Never-married,White,Female,35,United-States,<=50K
Private,Exec-managerial,22,Some-college,Never-married,White,Male,40,United-States,<=50K
Private,Handlers-cleaners,30,7th-8th,Separated,White,Male,40,United-States,<=50K
Private,Transport-moving,61,7th-8th,Married-A-spouse,White,Male,31,United-States,<=50K
Private,Exec-managerial,36,HS-grad,Divorced,White,Male,40,United-States,<=50K
Self-emp-inc,Exec-managerial,51,Assoc-voc,Married-A-spouse,White,Male,40,United-States,<=50K
Private,Machine-op-inspct,43,5th-6th,Married-A-spouse,Asian-Pac-Islander,Female,40,Vietnam,>50K
Federal-gov,Protective-serv,54,Some-college,Married-A-spouse,White,Male,48,United-States,>50K
Private,Prof-specialty,63,HS-grad,Widowed,White,Female,25,United-States,<=50K
Private,Exec-managerial,51,Some-college,Married-A-spouse,White,Male,40,United-States,>50K
Self-emp-not-inc,Machine-op-inspct,63,10th,Married-A-spouse,White,Male,40,United-States,<=50K
Local-gov,Prof-specialty,51,Masters,Married-A-spouse,White,Male,60,United-States,>50K
Private,Sales,27,HS-grad,Divorced,White,Female,35,United-States,<=50K
Private,Tech-support,35,Assoc-acdm,Married-A-spouse,White,Male,40,United-States,>50K
?,?,31,Bachelors,Married-A-spouse,White,Female,25,United-States,>50K
Self-emp-not-inc,Craft-repair,46,HS-grad,Separated,White,Male,40,United-States,<=50K
Private,Craft-repair,53,Assoc-voc,Married-A-spouse,Black,Male,40,United-States,>50K
Federal-gov,Adm-clerical,26,Some-college,Divorced,White,Male,24,United-States,<=50K
Private,Machine-op-inspct,43,HS-grad,Never-married,White,Male,40,United-States,<=50K
Private,Sales,39,HS-grad,Married-A-spouse,White,Male,50,United-States,>50K
Federal-gov,Prof-specialty,50,HS-grad,Divorced,White,Male,40,United-States,<=50K
Federal-gov,Adm-clerical,54,HS-grad,Married-A-spouse,White,Male,40,United-States,>50K
?,?,62,Some-college,Married-A-spouse,White,Female,45,United-States,>50K
State-gov,Prof-specialty,57,Some-college,Divorced,White,Female,40,United-States,<=50K
?,?,19,Some-college,Never-married,Black,Male,24,United-States,<=50K
Local-gov,Other-service,29,HS-grad,Never-married,White,Male,20,United-States,<=50K
Private,Craft-repair,20,HS-grad,Never-married,Black,Male,40,United-States,<=50K
Private,Exec-managerial,53,Bachelors,Married-A-spouse,White,Male,55,United-States,>50K
?,?,18,Some-college,Never-married,White,Male,40,United-States,<=50K
?,?,22,Some-college,Never-married,White,Male,40,United-States,<=50K
Private,Other-service,23,HS-grad,Never-married,White,Male,40,El-Salvador,<=50K
Private,Adm-clerical,69,11th,Married-A-spouse,White,Male,20,United-States,<=50K
Private,Handlers-cleaners,56,7th-8th,Married-A-spouse,White,Male,40,United-States,<=50K
Local-gov,Prof-specialty,53,Bachelors,Married-A-spouse,Black,Male,35,United-States,<=50K
Private,Adm-clerical,28,HS-grad,Never-married,White,Male,40,United-States,<=50K
Private,Other-service,28,Bachelors,Married-A-spouse,Black,Male,40,United-States,<=50K
Self-emp-inc,Exec-managerial,33,HS-grad,Married-A-spouse,Asian-Pac-Islander,Male,84,Taiwan,>50K
Private,Sales,48,HS-grad,Divorced,White,Female,30,United-States,<=50K
Private,Craft-repair,61,HS-grad,Married-A-spouse,White,Male,40,United-States,>50K
Private,Prof-specialty,49,Bachelors,Married-A-spouse,White,Male,45,United-States,<=50K
Private,Exec-managerial,48,Some-college,Married-A-spouse,White,Male,40,United-States,<=50K
Private,Craft-repair,32,7th-8th,Married-A-spouse,White,Male,40,United-States,<=50K
Private,Craft-repair,51,HS-grad,Married-A-spouse,White,Male,40,United-States,>50K
?,?,27,Bachelors,Never-married,White,Male,40,United-States,<=50K
Private,Other-service,19,Some-college,Never-married,White,Male,14,United-States,<=50K
Private,Prof-specialty,47,HS-grad,Married-A-spouse,White,Male,50,United-States,<=50K
Private,Transport-moving,25,Bachelors,Never-married,White,Male,60,United-States,<=50K
Private,Protective-serv,72,Some-college,Married-A-spouse,Black,Male,40,United-States,<=50K
Private,Craft-repair,29,11th,Divorced,White,Male,40,United-States,<=50K
Private,Adm-clerical,22,HS-grad,Never-married,White,Female,40,United-States,<=50K
Private,Other-service,57,HS-grad,Married-A-spouse,Black,Male,48,England,<=50K
Private,Adm-clerical,50,Assoc-acdm,Married-A-spouse,White,Male,60,Columbia,<=50K
Self-emp-inc,Sales,45,Some-college,Married-A-spouse,White,Male,30,United-States,<=50K
Private,Prof-specialty,52,Some-college,Divorced,White,Male,40,United-States,>50K
Private,Exec-managerial,53,Masters,Married-A-spouse,White,Male,48,United-States,>50K
Private,Handlers-cleaners,36,HS-grad,Married-A-spouse,White,Male,48,United-States,<=50K
Private,Craft-repair,46,HS-grad,Married-A-spouse,White,Male,40,United-States,>50K
Private,Sales,20,HS-grad,Never-married,White,Female,20,United-States,<=50K
Private,Other-service,75,5th-6th,Widowed,Black,Male,10,United-States,<=50K
Local-gov,Craft-repair,32,HS-grad,Married-A-spouse,White,Male,40,United-States,>50K
Private,Craft-repair,28,HS-grad,Married-A-spouse,White,Male,40,United-States,<=50K
Private,Prof-specialty,53,Masters,Divorced,White,Female,40,United-States,<=50K
Private,Sales,17,11th,Never-married,White,Female,35,United-States,<=50K
State-gov,Adm-clerical,46,Assoc-voc,Divorced,White,Female,38,United-States,<=50K
Private,Prof-specialty,39,Assoc-acdm,Separated,White,Female,30,United-States,<=50K
Private,Craft-repair,38,Some-college,Divorced,White,Male,40,United-States,<=50K
Private,Machine-op-inspct,36,HS-grad,Married-A-spouse,White,Male,60,United-States,<=50K
Local-gov,Prof-specialty,63,Bachelors,Never-married,Black,Female,21,United-States,<=50K
Private,Machine-op-inspct,28,1st-4th,Married-A-spouse,White,Male,43,Mexico,<=50K
?,?,28,Bachelors,Never-married,White,Male,45,United-States,<=50K
Private,Adm-clerical,49,HS-grad,Never-married,White,Female,35,United-States,<=50K
Private,Machine-op-inspct,43,Some-college,Married-A-spouse,White,Male,40,Mexico,<=50K
Private,Exec-managerial,38,Bachelors,Married-A-spouse,White,Male,45,United-States,>50K
Private,Tech-support,39,HS-grad,Never-married,White,Male,62,England,<=50K
?,?,42,HS-grad,Divorced,Black,Female,40,United-States,<=50K
Private,Exec-managerial,40,HS-grad,Married-A-spouse,White,Male,40,United-States,<=50K
?,?,45,HS-grad,Separated,White,Female,10,United-States,<=50K
?,?,29,HS-grad,Divorced,White,Female,40,United-States,<=50K
Federal-gov,Prof-specialty,24,Bachelors,Never-married,White,Male,45,United-States,<=50K
Private,Tech-support,30,Some-college,Married-A-spouse,White,Male,50,United-States,>50K
Private,Transport-moving,44,Some-college,Married-A-spouse,Black,Male,40,United-States,<=50K
Private,Sales,40,HS-grad,Married-A-spouse,White,Male,24,United-States,<=50K
Private,Machine-op-inspct,30,HS-grad,Never-married,White,Female,35,Puerto-Rico,<=50K
Private,Prof-specialty,42,Masters,Divorced,White,Female,40,United-States,<=50K
Self-emp-not-inc,Prof-specialty,52,Assoc-voc,Divorced,White,Female,35,United-States,<=50K
Private,Craft-repair,42,Some-college,Married-A-spouse,Black,Male,40,United-States,>50K
Private,Craft-repair,39,Some-college,Married-A-spouse,White,Male,52,United-States,>50K
Private,Prof-specialty,43,Some-college,Divorced,White,Male,45,United-States,<=50K
Self-emp-not-inc,Craft-repair,62,HS-grad,Married-A-spouse,White,Male,40,United-States,<=50K
Private,Craft-repair,30,Assoc-voc,Married-A-spouse,White,Male,40,England,<=50K
?,?,83,HS-grad,Widowed,White,Female,20,United-States,<=50K
Private,Prof-specialty,39,Bachelors,Married-A-spouse,White,Male,55,United-States,>50K
Private,Transport-moving,41,HS-grad,Married-A-spouse,White,Female,20,United-States,<=50K
Private,Prof-specialty,49,Masters,Married-A-spouse,White,Female,40,United-States,>50K
Private,Craft-repair,25,11th,Married-A-spouse,White,Male,40,United-States,<=50K
Private,Transport-moving,48,11th,Married-A-spouse,White,Male,40,United-States,<=50K
?,?,59,Assoc-acdm,Divorced,White,Male,8,United-States,<=50K
State-gov,Adm-clerical,44,Bachelors,Never-married,White,Male,40,United-States,<=50K
Private,Handlers-cleaners,36,9th,Divorced,White,Male,56,United-States,<=50K
Private,Handlers-cleaners,40,HS-grad,Never-married,White,Male,40,Ireland,<=50K
Private,Adm-clerical,21,HS-grad,Never-married,Black,Female,35,Jamaica,<=50K
Private,Adm-clerical,41,Some-college,Separated,White,Female,38,United-States,<=50K
Private,Exec-managerial,24,Bachelors,Never-married,White,Female,50,United-States,<=50K
Self-emp-not-inc,Farming-fishing,67,HS-grad,Married-A-spouse,White,Male,60,United-States,<=50K
Private,Adm-clerical,24,Bachelors,Never-married,White,Male,38,United-States,<=50K
Self-emp-not-inc,Sales,50,Bachelors,Married-A-spouse,White,Male,60,United-States,<=50K
Private,Sales,48,Masters,Divorced,White,Male,35,United-States,<=50K
?,?,55,Assoc-acdm,Married-A-spouse,Black,Male,20,United-States,>50K
Private,Machine-op-inspct,29,HS-grad,Never-married,White,Male,40,Ecuador,<=50K
Private,Prof-specialty,50,Bachelors,Divorced,White,Female,36,Ireland,<=50K
State-gov,Exec-managerial,64,10th,Married-A-spouse,White,Male,40,United-States,>50K
Private,Other-service,49,9th,Divorced,Black,Male,37,United-States,<=50K
Private,Other-service,20,HS-grad,Never-married,Black,Male,52,United-States,<=50K
Private,Adm-clerical,30,HS-grad,Separated,White,Female,40,United-States,<=50K
Private,Other-service,37,Bachelors,Married-A-spouse,Asian-Pac-Islander,Male,30,China,<=50K
Private,Machine-op-inspct,52,HS-grad,Married-A-spouse,White,Male,40,United-States,>50K
Private,Protective-serv,22,Some-college,Never-married,White,Male,25,United-States,<=50K
?,?,77,HS-grad,Widowed,White,Female,14,United-States,<=50K
State-gov,Adm-clerical,19,Some-college,Never-married,White,Male,15,United-States,<=50K
Private,Craft-repair,52,HS-grad,Divorced,White,Male,55,United-States,>50K
Private,Tech-support,42,Bachelors,Married-C-spouse,Asian-Pac-Islander,Female,40,United-States,<=50K
Private,Exec-managerial,35,HS-grad,Separated,White,Female,36,United-States,<=50K
Private,Adm-clerical,27,Some-college,Never-married,White,Female,50,United-States,<=50K
State-gov,Other-service,54,HS-grad,Never-married,Black,Female,38,United-States,<=50K
Private,Craft-repair,37,HS-grad,Married-A-spouse,White,Male,40,United-States,<=50K
Private,Transport-moving,37,10th,Married-A-spouse,White,Male,35,United-States,<=50K
Private,Craft-repair,28,7th-8th,Married-A-spouse,White,Male,30,United-States,<=50K
Private,Sales,63,Bachelors,Married-A-spouse,White,Male,40,United-States,<=50K
Private,Machine-op-inspct,19,HS-grad,Never-married,White,Male,42,United-States,<=50K
Private,Sales,28,Bachelors,Never-married,White,Female,40,United-States,<=50K
?,?,23,Some-college,Never-married,White,Male,40,United-States,<=50K
Private,Prof-specialty,44,Prof-school,Never-married,White,Female,40,United-States,>50K
Private,Craft-repair,31,Some-college,Married-A-spouse,White,Male,40,United-States,>50K
Private,Sales,35,Bachelors,Never-married,Asian-Pac-Islander,Male,50,?,>50K
Private,Priv-house-serv,64,HS-grad,Divorced,White,Female,50,United-States,<=50K
Private,Handlers-cleaners,40,HS-grad,Married-A-spouse,White,Male,40,United-States,>50K
Local-gov,Prof-specialty,59,Assoc-acdm,Divorced,White,Female,50,United-States,<=50K
Private,Adm-clerical,22,Some-college,Never-married,White,Female,40,United-States,<=50K
Private,Sales,40,Some-college,Never-married,White,Female,44,United-States,<=50K
Private,Handlers-cleaners,35,7th-8th,Married-A-spouse,White,Male,40,Mexico,<=50K
Private,Adm-clerical,20,Some-college,Never-married,White,Female,15,United-States,<=50K
Local-gov,Protective-serv,35,HS-grad,Never-married,White,Male,40,United-States,<=50K
Private,Exec-managerial,28,Some-college,Married-A-spouse,White,Male,48,United-States,<=50K
Private,Machine-op-inspct,28,HS-grad,Divorced,White,Male,40,United-States,<=50K
?,?,37,Some-college,Married-A-spouse,White,Male,20,United-States,<=50K
?,?,72,Doctorate,Married-A-spouse,White,Male,6,United-States,>50K
Self-emp-inc,Sales,25,Assoc-acdm,Never-married,White,Male,60,United-States,<=50K
Private,Adm-clerical,37,HS-grad,Divorced,White,Female,40,United-States,<=50K
?,?,19,Some-college,Never-married,White,Female,45,United-States,<=50K
Private,Sales,31,Assoc-voc,Divorced,White,Female,38,United-States,<=50K
Private,Adm-clerical,41,HS-grad,Never-married,White,Female,40,United-States,<=50K
Private,Tech-support,31,10th,Married-A-spouse,White,Male,40,United-States,>50K
Private,Craft-repair,44,HS-grad,Married-A-spouse,White,Male,40,United-States,<=50K
Private,Exec-managerial,20,Some-college,Never-married,Black,Male,47,United-States,<=50K
Self-emp-not-inc,Farming-fishing,57,Some-college,Married-A-spouse,White,Male,50,United-States,<=50K
Private,Other-service,26,HS-grad,Divorced,White,Female,12,United-States,<=50K
Self-emp-inc,Exec-managerial,44,HS-grad,Married-A-spouse,White,Male,60,Greece,<=50K
Local-gov,Protective-serv,29,HS-grad,Never-married,White,Male,40,United-States,<=50K
Private,Prof-specialty,36,HS-grad,Married-A-spouse,White,Male,40,United-States,>50K
Private,Craft-repair,40,Assoc-voc,Married-A-spouse,White,Male,40,United-States,>50K
Private,Other-service,21,Assoc-acdm,Never-married,Black,Male,35,Jamaica,<=50K
Private,Craft-repair,21,Some-college,Never-married,White,Male,70,United-States,<=50K
Self-emp-not-inc,Prof-specialty,34,Prof-school,Separated,White,Male,48,United-States,>50K
Private,Exec-managerial,24,Bachelors,Never-married,White,Female,15,United-States,<=50K
Private,Other-service,28,10th,Divorced,White,Female,40,United-States,<=50K
Private,Transport-moving,35,HS-grad,Separated,White,Male,50,United-States,<=50K
Private,Craft-repair,35,HS-grad,Divorced,White,Male,40,United-States,<=50K
State-gov,Exec-managerial,38,Bachelors,Never-married,White,Female,40,United-States,<=50K
Federal-gov,Adm-clerical,44,HS-grad,Divorced,Black,Female,40,United-States,<=50K
Private,Handlers-cleaners,39,Bachelors,Married-A-spouse,White,Female,40,Poland,>50K
Local-gov,Other-service,57,HS-grad,Divorced,White,Female,40,United-States,<=50K
Private,Sales,19,Some-college,Never-married,White,Female,40,United-States,<=50K
Private,Machine-op-inspct,29,Assoc-voc,Married-A-spouse,White,Male,48,United-States,<=50K
Private,Machine-op-inspct,23,HS-grad,Never-married,Black,Male,40,United-States,<=50K
Private,Other-service,50,HS-grad,Widowed,White,Female,40,United-States,<=50K
